user ID,item ID,timestamp
0,150908,1405987200
0,178559,1405987200
0,10675,1405036800
0,3500,1405036800
0,135226,1404864000
0,119383,1404864000
0,57600,1399939200
0,84020,1399939200
0,43618,1399248000
0,176239,1399248000
0,121462,1399075200
0,168527,1399075200
0,9656,1398988800
0,5980,1398988800
0,172536,1398988800
0,170038,1398988800
0,99650,1397520000
0,151947,1397520000
0,7682,0
0,99222,0
0,164936,0
0,16616,0
0,111434,0
0,1167,0
0,68863,1395446400
0,134017,1395446400
0,147725,1395014400
0,139385,1395014400
0,62385,1393632000
0,128258,1393632000
0,175140,0
0,104512,0
0,35870,1390348800
0,127414,1390348800
0,163006,0
0,74847,0
0,176201,0
0,108845,0
0,133156,1388707200
0,33130,1388707200
0,8071,1388620800
0,42933,1388620800
0,15866,1388448000
0,177233,1388448000
0,97137,1388361600
0,29415,1388361600
0,141170,0
0,93343,0
0,168232,1387152000
0,97529,1387152000
0,97439,1386892800
0,59635,1386892800
0,152670,1385683200
0,128837,1385683200
0,178443,1385337600
0,143791,1385337600
0,64111,0
0,47487,0
0,3379,0
0,87725,0
0,29331,1382400000
0,125267,1382400000
0,38574,1382140800
0,88607,1382140800
0,168752,1380758400
0,60225,1380758400
0,98492,1380672000
0,117051,1380672000
0,20027,1380412800
0,116138,1380412800
0,55738,1379548800
0,114880,1379548800
0,170462,1379548800
0,32710,1379548800
0,151634,1377734400
0,79091,1377734400
0,29448,1377043200
0,141441,1377043200
0,131124,1376006400
0,94498,1376006400
0,147771,1376006400
0,11527,1376006400
0,42451,0
0,97134,0
0,29731,1373500800
0,40014,1373500800
0,114725,1372723200
0,95853,1372723200
0,45354,1405209600
0,178444,1405209600
0,178445,1405209600
0,97938,1405123200
0,63439,1405123200
0,106779,1405123200
0,135335,1404345600
0,172433,1404345600
0,120109,1404345600
0,14882,1404345600
0,144029,1404345600
0,178560,1404345600
0,129411,1404259200
0,77233,1404259200
0,68671,1404259200
0,169831,1404259200
0,148353,1404259200
0,150823,1404259200
0,17135,1404000000
0,78474,1404000000
0,76155,1404000000
0,40273,1403049600
0,13280,1403049600
0,39135,1403049600
0,14592,1402272000
0,68484,1402272000
0,137649,1402272000
0,135214,1400803200
0,166661,1400803200
0,94382,1400803200
0,66512,1400198400
0,167787,1400198400
0,10543,1400198400
0,63817,1399852800
0,141170,1399852800
0,166551,1399852800
0,138927,1399507200
0,39753,1399507200
0,110848,1399507200
0,152691,1399161600
0,103192,1399161600
0,112742,1399161600
0,76229,1398643200
0,61817,1398643200
0,34923,1398643200
0,11783,1398470400
0,584,1398470400
0,82459,1398470400
0,119844,1398211200
0,45554,1398211200
0,38799,1398211200
0,158559,1398124800
0,141299,1398124800
0,82866,1398124800
0,155733,1397865600
0,165609,1397865600
0,52651,1397865600
0,150110,1397779200
0,57905,1397779200
0,63531,1397779200
0,22605,1397692800
0,151634,1397692800
0,153390,1397692800
0,164615,1397520000
0,177492,1397520000
0,24351,1397520000
0,82148,1397260800
0,14438,1397260800
0,136381,1397260800
0,54350,1396483200
0,33937,1396483200
0,15601,1396483200
0,175157,1396483200
0,69949,1396483200
0,139324,1396483200
0,60001,1394582400
0,113334,1394582400
0,89370,1394582400
0,166330,1394409600
0,4977,1394409600
0,146818,1394409600
0,23333,1394236800
0,103820,1394236800
0,174405,1394236800
0,92611,1394150400
0,52729,1394150400
0,123519,1394150400
0,109272,1394150400
0,139506,1394150400
0,24255,1394150400
0,29443,1393545600
0,132967,1393545600
0,99476,1393545600
0,71165,1393545600
0,78064,1393545600
0,36842,1393545600
0,170289,1393200000
0,102426,1393200000
0,13394,1393200000
0,93229,1393027200
0,54809,1393027200
0,29227,1393027200
0,156811,1392681600
0,66271,1392681600
0,72436,1392681600
0,31241,1392336000
0,81110,1392336000
0,60549,1392336000
0,73203,1392336000
0,9018,1392336000
0,47125,1392336000
0,80349,1391817600
0,27068,1391817600
0,110848,1391817600
0,46353,1391817600
0,93719,1391817600
0,108661,1391817600
0,79408,1391126400
0,115751,1391126400
0,111705,1391126400
0,146925,1390867200
0,33532,1390867200
0,64489,1390867200
0,86731,1390780800
0,89859,1390780800
0,127177,1390780800
0,33483,1390435200
0,51646,1390435200
0,37994,1390435200
0,36331,1390176000
0,151059,1390176000
0,43060,1390176000
0,109272,1389571200
0,119844,1389571200
0,109437,1389571200
0,142223,1389139200
0,144411,1389139200
0,23020,1389139200
0,16748,1388707200
0,91320,1388707200
0,6548,1388707200
0,59509,1388620800
0,124583,1388620800
0,128195,1388620800
0,6451,0
0,64753,0
0,135148,0
0,89223,1388448000
0,129888,1388448000
0,125500,1388448000
0,14200,1388361600
0,60943,1388361600
0,174924,1388361600
0,80961,1388102400
0,129125,1388102400
0,63745,1388102400
0,92177,1386374400
0,26587,1386374400
0,26105,1386374400
0,111833,1385856000
0,53777,1385856000
0,65466,1385856000
0,39753,1385164800
0,153578,1385164800
0,40445,1385164800
0,149211,1384819200
0,173698,1384819200
0,108845,1384819200
0,105866,1384819200
0,178670,1384819200
0,30013,1384819200
0,119293,1384473600
0,14661,1384473600
0,68076,1384473600
0,20240,1384387200
0,171635,1384387200
0,15374,1384387200
0,96740,1384387200
0,36953,1384387200
0,94895,1384387200
0,79972,1383436800
0,47727,1383436800
0,132967,1383436800
0,16748,1383264000
0,171433,1383264000
0,176307,1383264000
0,74933,1382486400
0,5263,1382486400
0,9452,1382486400
0,32209,1382486400
0,99476,1382486400
0,108845,1382486400
0,134002,1382227200
0,98455,1382227200
0,86703,1382227200
0,131157,1382054400
0,31058,1382054400
0,69056,1382054400
0,64111,1382054400
0,162822,1382054400
0,164061,1382054400
0,102880,1382054400
0,58235,1382054400
0,117571,1382054400
0,38852,1381190400
0,121053,1381190400
0,41831,1381190400
0,44182,1381190400
0,61648,1381190400
0,86947,1381190400
0,39542,1380672000
0,173975,1380672000
0,98834,1380672000
0,71979,1379808000
0,77858,1379808000
0,65648,1379808000
0,57957,1379289600
0,65843,1379289600
0,170015,1379289600
0,52842,1378771200
0,112778,1378771200
0,73229,1378771200
0,62578,1378598400
0,152998,1378598400
0,170549,1378598400
0,127864,1377648000
0,107890,1377648000
0,169267,1377648000
0,165223,1376697600
0,35755,1376697600
0,139607,1376697600
0,80961,1376611200
0,178152,1376611200
0,150431,1376611200
0,60086,1376524800
0,69111,1376524800
0,121728,1376524800
0,135148,1376352000
0,152329,1376352000
0,67932,1376352000
0,159018,1376352000
0,51999,1376352000
0,75379,1376352000
0,132019,1376092800
0,141473,1376092800
0,97475,1376092800
0,62394,1375488000
0,110017,1375488000
0,40699,1375488000
0,18422,1374019200
0,178446,1374019200
0,168448,1374019200
0,78453,1373846400
0,105442,1373846400
0,107476,1373846400
0,101438,1373328000
0,54304,1373328000
0,161854,1373328000
0,14042,1373155200
0,87004,1373155200
0,83243,1373155200
0,1763,1405296000
0,152050,1405296000
0,173697,1405296000
0,61932,1405296000
0,1955,1405036800
0,123498,1405036800
0,174179,1405036800
0,28622,1405036800
0,112742,1404777600
0,55365,1404777600
0,128594,1404777600
0,115099,1404777600
0,74370,1404777600
0,169905,1404777600
0,115539,1404777600
0,28022,1404777600
0,126637,1404691200
0,22605,1404691200
0,65835,1404691200
0,3564,1404691200
0,108845,1404259200
0,56648,1404259200
0,64900,1404259200
0,174198,1404259200
0,178447,1403654400
0,104176,1403654400
0,131558,1403654400
0,78064,1403654400
0,84661,1403481600
0,175120,1403481600
0,97938,1403481600
0,72562,1403481600
0,6029,1403222400
0,112151,1403222400
0,80563,1403222400
0,6196,1403222400
0,81600,1403136000
0,147813,1403136000
0,120111,1403136000
0,110615,1403136000
0,124875,1403136000
0,47046,1403136000
0,110736,1403136000
0,25083,1403136000
0,41127,1402963200
0,28263,1402963200
0,76118,1402963200
0,32652,1402963200
0,16869,1402617600
0,21006,1402617600
0,96727,1402617600
0,77580,1402617600
0,139947,1402358400
0,170038,1402358400
0,50632,1402358400
0,178448,1402358400
0,162235,1402358400
0,61192,1402358400
0,140695,1402358400
0,110258,1402358400
0,144422,1402185600
0,23918,1402185600
0,174634,1402185600
0,92584,1402185600
0,79455,1401926400
0,62730,1401926400
0,78599,1401926400
0,63531,1401926400
0,155678,1401840000
0,139070,1401840000
0,121606,1401840000
0,118455,1401840000
0,83447,1401753600
0,134756,1401753600
0,94982,1401753600
0,112018,1401753600
0,132700,1401667200
0,112693,1401667200
0,41137,1401667200
0,74051,1401667200
0,145247,1401494400
0,123205,1401494400
0,18806,1401494400
0,99189,1401494400
0,111044,1401062400
0,140516,1401062400
0,20757,1401062400
0,63161,1401062400
0,97146,1400803200
0,55953,1400803200
0,141189,1400803200
0,43595,1400803200
0,178561,1400112000
0,556,1400112000
0,106038,1400112000
0,121821,1400112000
0,92879,1400112000
0,22605,1400112000
0,6574,1400112000
0,79419,1400112000
0,28853,1399852800
0,35202,1399852800
0,108812,1399852800
0,178562,1399852800
0,8646,1399248000
0,93140,1399248000
0,56482,1399248000
0,810,1399248000
0,36698,1399075200
0,59060,1399075200
0,110125,1399075200
0,103682,1399075200
0,111344,1398816000
0,133278,1398816000
0,16132,1398816000
0,175609,1398816000
0,172211,1398384000
0,79757,1398384000
0,93568,1398384000
0,106207,1398384000
0,144101,1398124800
0,104815,1398124800
0,16869,1398124800
0,1955,1398124800
0,147441,1398124800
0,104289,1398124800
0,63531,1398124800
0,39994,1398124800
0,178563,1398038400
0,178375,1398038400
0,171677,1398038400
0,165676,1398038400
0,95477,1397865600
0,153134,1397865600
0,7521,1397865600
0,76695,1397865600
0,28098,1397174400
0,176201,1397174400
0,139943,1397174400
0,48123,1397174400
0,47685,1397088000
0,105892,1397088000
0,85836,1397088000
0,119708,1397088000
0,111530,1397088000
0,498,1397088000
0,178449,1397088000
0,141170,1397088000
0,20732,1396828800
0,16455,1396828800
0,170218,1396828800
0,135148,1396828800
0,62602,1396742400
0,68228,1396742400
0,104048,1396742400
0,175933,1396742400
0,31999,1396569600
0,49997,1396569600
0,123635,1396569600
0,98326,1396569600
0,61319,1395532800
0,62602,1395532800
0,85314,1395532800
0,146311,1395532800
0,178671,1395532800
0,118491,1395532800
0,87032,1395532800
0,74370,1395532800
0,76676,1395446400
0,167964,1395446400
0,102412,1395446400
0,38457,1395446400
0,98707,1393804800
0,51834,1393804800
0,107358,1393804800
0,170986,1393804800
0,50336,1393632000
0,59766,1393632000
0,33073,1393632000
0,173206,1393632000
0,54131,1393545600
0,112693,1393545600
0,24870,1393545600
0,163102,1393545600
0,159772,1393113600
0,70994,1393113600
0,118193,1393113600
0,103023,1393113600
0,94585,1393113600
0,17617,1393113600
0,178564,1393113600
0,20132,1393113600
0,76548,1393027200
0,91914,1393027200
0,11695,1393027200
0,10866,1393027200
0,132716,1392940800
0,154127,1392940800
0,14770,1392940800
0,22605,1392940800
0,127151,1392768000
0,171872,1392768000
0,27355,1392768000
0,120227,1392768000
0,34075,1392768000
0,112615,1392768000
0,53071,1392768000
0,90109,1392768000
0,176041,1392595200
0,111508,1392595200
0,153386,1392595200
0,100033,1392595200
0,178450,1392595200
0,37596,1392595200
0,158607,1392595200
0,98074,1392595200
0,34804,1392508800
0,83589,1392508800
0,151885,1392508800
0,171362,1392508800
0,48076,1392163200
0,85959,1392163200
0,98455,1392163200
0,44359,1392163200
0,169470,1391385600
0,20706,1391385600
0,23627,1391385600
0,60754,1391385600
0,32193,1391212800
0,45952,1391212800
0,55852,1391212800
0,103655,1391212800
0,42302,1390780800
0,113436,1390780800
0,156054,1390780800
0,112144,1390780800
0,162056,1390780800
0,32565,1390780800
0,130760,1390780800
0,35970,1390780800
0,178375,1390521600
0,155100,1390521600
0,139241,1390521600
0,110848,1390521600
0,73960,1390176000
0,58125,1390176000
0,67535,1390176000
0,178451,1390176000
0,143094,1390176000
0,138927,1390176000
0,178672,1390176000
0,124601,1390176000
0,113452,1389830400
0,20745,1389830400
0,158864,1389830400
0,25683,1389830400
0,57773,1389744000
0,62118,1389744000
0,45284,1389744000
0,5742,1389744000
0,12350,1389657600
0,25356,1389657600
0,90882,1389657600
0,163648,1389657600
0,59877,1389571200
0,45608,1389571200
0,153453,1389571200
0,28004,1389571200
0,141170,1389312000
0,33928,1389312000
0,66458,1389312000
0,73410,1389312000
0,10291,1388707200
0,57905,1388707200
0,12294,1388707200
0,111519,1388707200
0,178673,1388534400
0,29687,1388534400
0,15029,1388534400
0,43521,1388534400
0,63011,1388534400
0,68895,1388534400
0,77580,1388534400
0,178674,1388534400
0,165262,1388534400
0,110502,1388534400
0,115048,1388534400
0,1552,1388534400
0,24682,1388448000
0,108845,1388448000
0,86548,1388448000
0,127950,1388448000
0,103773,1387843200
0,119498,1387843200
0,168903,1387843200
0,152106,1387843200
0,169367,1387584000
0,47870,1387584000
0,62209,1387584000
0,59990,1387584000
0,68943,1387497600
0,50336,1387497600
0,112693,1387497600
0,60660,1387497600
0,140709,1386979200
0,108753,1386979200
0,174408,1386979200
0,98635,1386979200
0,93724,1386633600
0,66181,1386633600
0,639,1386633600
0,41453,1386633600
0,109846,1386633600
0,136452,1386633600
0,74983,1386633600
0,61176,1386633600
0,57905,1386288000
0,94700,1386288000
0,92340,1386288000
0,8548,1386288000
0,107476,1386201600
0,152306,1386201600
0,43396,1386201600
0,153594,1386201600
0,90270,1385856000
0,12365,1385856000
0,63976,1385856000
0,177178,1385856000
0,140033,1385424000
0,26121,1385424000
0,148284,1385424000
0,126274,1385424000
0,173545,1384905600
0,64030,1384905600
0,111594,1384905600
0,156945,1384905600
0,124917,1384819200
0,93383,1384819200
0,145532,1384819200
0,49723,1384819200
0,151658,1384300800
0,81110,1384300800
0,24774,1384300800
0,49828,1384300800
0,128890,1384041600
0,127974,1384041600
0,157148,1384041600
0,38186,1384041600
0,44469,1383696000
0,73956,1383696000
0,15495,1383696000
0,98993,1383696000
0,63812,1383609600
0,24565,1383609600
0,140084,1383609600
0,75439,1383609600
0,170354,1382745600
0,154085,1382745600
0,60373,1382745600
0,93831,1382745600
0,115939,1381449600
0,67649,1381449600
0,154564,1381449600
0,160516,1381449600
0,178675,1381449600
0,80632,1381449600
0,48691,1381449600
0,21973,1381449600
0,178452,1380844800
0,8548,1380844800
0,71424,1380844800
0,102915,1380844800
0,149211,1380672000
0,103285,1380672000
0,78446,1380672000
0,100071,1380672000
0,147221,1380672000
0,38521,1380672000
0,78952,1380672000
0,59386,1380672000
0,870,1380240000
0,158104,1380240000
0,169762,1380240000
0,20732,1380240000
0,147199,1380153600
0,178453,1380153600
0,98876,1380153600
0,48503,1380153600
0,94700,1379980800
0,143421,1379980800
0,117838,1379980800
0,111516,1379980800
0,99944,1379894400
0,118204,1379894400
0,35087,1379894400
0,57071,1379894400
0,22290,1379635200
0,55655,1379635200
0,70466,1379635200
0,84078,1379635200
0,7150,1379462400
0,171733,1379462400
